Scientific_Name,Genus,Species 
Hypoxis hirsuta,Hypoxis,hirsuta
Hyssopus officinalis,Hyssopus,officinalis
Iberis amara,Iberis,amara
Iberis sempervirens,Iberis,sempervirens
Iberis umbellata,Iberis,umbellata
Idesia polycarpa var. polycarpa,Idesia,polycarpa
Ilex crenata,Ilex,crenata
Ilex glabra,Ilex,glabra
Ilex laevigata,Ilex,laevigata
Ilex montana,Ilex,montana
Ilex mucronata,Ilex,mucronata
Ilex opaca var. opaca,Ilex,opaca
Ilex verticillata,Ilex,verticillata
Impatiens balfourii,Impatiens,balfourii
Impatiens balsamina,Impatiens,balsamina
Impatiens capensis,Impatiens,capensis
Impatiens glandulifera,Impatiens,glandulifera
Impatiens pallida,Impatiens,pallida
Inula britannica,Inula,britannica
Inula helenium,Inula,helenium
Inula racemosa,Inula,racemosa
Inula salicina,Inula,salicina
Ionactis linariifolia,Ionactis,linariifolia
Ipomoea batatas,Ipomoea,batatas
Ipomoea coccinea,Ipomoea,coccinea
Ipomoea hederacea,Ipomoea,hederacea
Ipomoea lacunosa,Ipomoea,lacunosa
Ipomoea pandurata,Ipomoea,pandurata
Ipomoea purpurea,Ipomoea,purpurea
Iris cristata,Iris,cristata
Iris domestica,Iris,domestica
Iris germanica,Iris,germanica
Iris prismatica,Iris,prismatica
Iris pseudacorus,Iris,pseudacorus
Iris sibirica,Iris,sibirica
Iris versicolor,Iris,versicolor
Iris virginica,Iris,virginica
Isatis tinctoria,Isatis,tinctoria
Isoetes echinospora × I. engelmannii = I. ×eatonii,Isoetes,echinospora × I. engelmannii = I. ×eatonii
Isoetes echinospora × I. septentrionalis = I. ×robusta,Isoetes,echinospora × I. septentrionalis = I. ×robusta
Isoetes echinospora ssp. muricata,Isoetes,echinospora
Isoetes engelmannii,Isoetes,engelmannii
Isoetes engelmannii × I. septentrionalis,Isoetes,engelmannii × I. septentrionalis
Isoetes macrospora,Isoetes,macrospora
Isoetes septentrionalis,Isoetes,septentrionalis
Isoetes tuckermanii,Isoetes,tuckermanii
Isotrema macrophyllum,Isotrema,macrophyllum
Isotrema tomentosum,Isotrema,tomentosum
Isotria medeoloides,Isotria,medeoloides
Isotria verticillata,Isotria,verticillata
Iva frutescens,Iva,frutescens
Ixeris stolonifera,Ixeris,stolonifera
Jasione montana,Jasione,montana
Jeffersonia diphylla,Jeffersonia,diphylla
Juglans ailantifolia,Juglans,ailantifolia
Juglans ailantifolia × J. cinerea = J. ×bixbyi,Juglans,ailantifolia × J. cinerea = J. ×bixbyi
Juglans cinerea,Juglans,cinerea
Juglans nigra,Juglans,nigra
Juncus acuminatus,Juncus,acuminatus
Juncus alpinoarticulatus ssp. americanus,Juncus,alpinoarticulatus
Juncus anthelatus,Juncus,anthelatus
Juncus articulatus,Juncus,articulatus
Juncus balticus ssp. littoralis,Juncus,balticus
Juncus biflorus,Juncus,biflorus
Juncus brachycarpus,Juncus,brachycarpus
Juncus brachycephalus,Juncus,brachycephalus
Juncus bufonius,Juncus,bufonius
Juncus canadensis,Juncus,canadensis
Juncus compressus,Juncus,compressus
Juncus conglomeratus,Juncus,conglomeratus
Juncus debilis,Juncus,debilis
Juncus dichotomus,Juncus,dichotomus
Juncus diffusissimus,Juncus,diffusissimus
Juncus dudleyi,Juncus,dudleyi
Juncus effusus ssp. solutus,Juncus,effusus
Juncus ensifolius var. ensifolius,Juncus,ensifolius
Juncus filiformis,Juncus,filiformis
Juncus gerardi,Juncus,gerardi
Juncus greenei,Juncus,greenei
Juncus inflexus,Juncus,inflexus
Juncus marginatus,Juncus,marginatus
Juncus maritimus,Juncus,maritimus
Juncus militaris,Juncus,militaris
Juncus nodosus,Juncus,nodosus
Juncus pelocarpus,Juncus,pelocarpus
Juncus pylaei,Juncus,pylaei
Juncus ranarius,Juncus,ranarius
Juncus scirpoides,Juncus,scirpoides
Juncus scirpoides var. compositus,Juncus,scirpoides
Juncus scirpoides var. scirpoides,Juncus,scirpoides
Juncus secundus,Juncus,secundus
Juncus stygius var. americanus,Juncus,stygius
Juncus subcaudatus,Juncus,subcaudatus
Juncus tenuis,Juncus,tenuis
Juncus torreyi,Juncus,torreyi
Juncus tweedyi,Juncus,tweedyi
Juncus vaseyi,Juncus,vaseyi
Juniperus chinensis,Juniperus,chinensis
Juniperus communis,Juniperus,communis
Juniperus communis var. communis,Juniperus,communis
Juniperus communis var. depressa,Juniperus,communis
Juniperus horizontalis,Juniperus,horizontalis
Juniperus rigida var. conferta,Juniperus,rigida
Juniperus virginiana var. virginiana,Juniperus,virginiana
Justicia americana,Justicia,americana
Kalmia angustifolia var. angustifolia,Kalmia,angustifolia
Kalmia latifolia,Kalmia,latifolia
Kalmia polifolia,Kalmia,polifolia
Kalmia procumbens,Kalmia,procumbens
Kalopanax septemlobus,Kalopanax,septemlobus
Kellochloa verrucosa,Kellochloa,verrucosa
Kerria japonica,Kerria,japonica
Kickxia elatine,Kickxia,elatine
Kickxia spuria,Kickxia,spuria
Knautia arvensis,Knautia,arvensis
Koeleria macrantha,Koeleria,macrantha
Koeleria spicata,Koeleria,spicata
Koelreuteria paniculata,Koelreuteria,paniculata
Kolkwitzia amabilis,Kolkwitzia,amabilis
Kosteletzkya pentacarpos var. pentacarpos,Kosteletzkya,pentacarpos
Krigia biflora,Krigia,biflora
Krigia virginica,Krigia,virginica
Kummerowia stipulacea,Kummerowia,stipulacea
Kummerowia striata,Kummerowia,striata
Lablab purpureus,Lablab,purpureus
Lachnanthes caroliniana,Lachnanthes,caroliniana
Lactuca biennis,Lactuca,biennis
Lactuca biennis × L. canadensis = L. ×morssii,Lactuca,biennis × L. canadensis = L. ×morssii
Lactuca canadensis,Lactuca,canadensis
Lactuca floridana,Lactuca,floridana
Lactuca hirsuta,Lactuca,hirsuta
Lactuca pulchella,Lactuca,pulchella
Lactuca saligna,Lactuca,saligna
Lactuca sativa,Lactuca,sativa
Lactuca serriola,Lactuca,serriola
Lamium album ssp. album,Lamium,album
Lamium amplexicaule var. amplexicaule,Lamium,amplexicaule
